,"Unnamed: 0, nan","№ п/п, nan","Дата составления, nan","Организация, nan","Месторождение, nan","ЛУ, nan","Цех, nan","ТЛ/ДНС, nan","АГЗУ, nan","№ Скв, nan","Номер куста, nan","Дата ввода в эксплуатацию, nan","Тип ствола скв., nan","Пласт,  ","Состояние по фонду, nan","текущее состояние, nan","Скин фактор, nan","Дата ГРП, nan","Исполнитель ГРП, nan","Примечание ГРП, nan","P нас, ат","ГС, м3/м3","Вязкость нефти (пл.усл), сПз","Вязкость воды (пл.усл.), сПз","Вязкость жидкости (станд.усл), сПз","Объемный коэф-т нефти, nan","Плот-ть нефти (станд.усл), г/см3","Плот-ть нефти  (пл.усл.), г/см3","Т пласта, ͦС","Плот-ть воды (станд.усл), г/см3","Dэк 
внешн., мм","Толщ. стенки, мм","Интервал спуска ЭК, м","Исскуств. забой, м","Текущий забой, м","Дата отбивки текущего забоя, nan","Способ отбивки текущего забоя, nan","Примечание, nan","Тип конструкции  забоя, nan","Интервалы перфорации, м","Нперф_Эфф, м","Нвд_замер, м","Удлинение на Нвд, м","Интервал спуска хвостовика, м","Диаметр хвостовика, мм","Толщ.стенки хвостовика, мм","Способ эксплуатации, nan","Глубина 1 и.о., м","Давление запуска
1 и.о., ат","Глубина 2 и.о., м","Давление запуска
2 и.о., ат","Глубина 3 и.о., м","Давление запуска
3 и.о., ат","Глубина 4 и.о., м","Давление запуска
4 и.о., ат","Глубина 5 и.о., м","Давление запуска
5 и.о., ат","Глубина 6 и.о., м","Давление запуска
6 и.о., ат","Глубина НПЦК, м","Состояние НПЦК, nan","Примечание.1, nan","Тип насоса, nan","Число ступеней, шт","Напор, м","Частота, Гц","ПЭД, кВт","Qтеор, м3/сут","Глубина спуска ПО, м","Глубина спуска ПО (по верт.), м","Удлинение на гл спуска ПО, м","Dнкт, мм","Толщина стенки НКТ, мм","Dшт, мм","Вид штуцера, nan","Режим работы, nan","Время работы, час","Время
накопления, 0+","Рбуф, ат","Рзатр, ат","Рлин, ат","Дата замера Рпл, nan","Рпл, ат","Рг/г, ат","Состояние АСУРГГ, nan","Модификация АСУРГГ, nan","Dшт линии подачи г/г, мм","Ндин (расчетный от Рпр), м","Р пр (расчетный от Нд), ат","Ндин, м","Р пр, ат","Рзаб, ат","Дебит нефти, т/сут","Дебит жидкости, м3/сут","Обводненность, %","Дебит газа, тыс.м3/сут","Расход г/г, тыс.м3/сут","Расход г/г.1, м3/ч","Дебит ПНГ, тыс.м3/сут","ГФ, м3/сут","УРГГ, м3/т","Кпрод, м3/(сут*ат)"
513,3251,347.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,К-28,3251,К-28,1996-08-29 00:00:00,Гор.,Р4+5+6_Block2,Действующий,В работе (постоянный режим),,,,,203,218.2,0.98,1.66,0.9868724369707118,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2358,3094,3094,,,,открытый,"2204-2846
2360-3005
",48.65,2465,538,,,,Газлифт,523.000002246,ГП,1106.999964844,ГК 85 1/8,1630.000004297,ГК 83 1/8,1990.000058203,ГК 82 1/8,2169.999936328,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,2550,1940,610,73,5.5,18,ШДР,Постоянный,24,0,20,41,19,2023-04-01 00:00:00,113,82,В работе,ГКС,6,,,,,44,3.8624036,4.7,1.7,13.7,12,,1.6999999999999993,440.1404348318232,3034.18939784438,0.06811594202898551
514,3252,347.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,К-52,3252,К-52,1996-08-30 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.9807231356132472,1.454,0.836,0.72,34.3,1.17,"177,8;
114,3",9.19,2092,2660,2660,,,,Закрытый,"2193,8-2252,8; 2303,7-2342; 2411,9-2462,4; 2514,3-2565; 2616,6-2617",63.19,2193.8,333.07,1935-2657,114,7.37,Газлифт,579.999983496,ГП,1049.999983594,ГП,1406.999960156,ГП,1580.000005078,ГК 93 5/32,1791.0000375,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,1940,1827.48,112.51999999999998,73,5.5,18,Угловик,Периодический,24,24,21,49,20,2023-04-01 00:00:00,145,70,В работе,Сиант ,6,,,,,40,3.50487984,4.2,0.18,8.4,4.7,,3.7,1055.670998410034,1337.6463148845837,0.04
515,3253,347.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,К-52,3253,К-52,1996-08-31 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2134,2740,2740,,,,открытый,2140-2728,40,2140,255,,,,Газлифт,519.999999316,ГП,949.999985156,ГП,1290.000069141,ГК 84 5/32,1590.000064453,ГК 84 5/32,1869.999941016,ЦКсОК 5/16,-,-,1880,закрыт,-,-,-,-,-,-,-,2140,1885,255,73,5.5,18,Угловик,Периодический,24,24,21,38,20,2023-04-01 00:00:00,76,68,В работе,ГКС,6,,,,,51,3.344,4,0,4.5,2.3,,2.2,657.8947368421053,687.799043062201,0.16
516,3254,347.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,ЗУ-10,3254,К-54,1996-09-01 00:00:00,Гор.,"Р4+5_Block3, P5i",Действующий,В работе (периодический режим),,,,,203,218.2,0.98,1.66,1.2993610223642171,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2139.5,2843,2843,,,,закрытый,"2239,83-2241,03; 2411,62-2412,82; 2534,6-2535,8; 2644,83-2646,03; 2731,12-2732,32; 2829,08-2830,28",51.99,2239.83,367,,,,Газлифт,494.999999707,ГК 86 1/8,936.999997266,ГК 84 1/8,1287.999967969,ГК 82 1/8,1554.000029297,ГК 81 5/32,1848.999994922,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,2186,1853.79,332.21000000000004,73,5.5,18,ШДР,Периодический,24,24,31,74,30,2023-04-01 00:00:00,153,84,,,,,,,,121,1.72216,5.15,60,8.4,4.8,,3.6000000000000005,2090.3981047057187,905.5954478735488,0.1609375
517,3255,348.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,К-28,3255,К-28,1996-09-02 00:00:00,Гор.,Р4+5+6_Block2,Действующий,В работе (постоянный режим),,,,,203,218.2,0.98,1.66,0.9812058191994981,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2320.7,2962,2962,,,,открытый,2269-2962,25.14,2269,380.55,,,,Газлифт,515.000006836,ГП,940.000000195,ГП,1355.000008594,ГК 88 1/8,1715.0000625,ГК 88 5/32,2079.000021094,ЦКсОК 5/16,-,-,2089,закрыт,-,-,-,-,-,-,-,2387,1941.35,445.6500000000001,73,5.5,18,ШДР,Постоянный,24,0,21,34,20,2023-04-01 00:00:00,73.6,81,В работе,ГКС,6,,,,,41,6.0844916,7.3,0.3,14,9.1,,4.9,805.3261179619346,1489.397827947316,0.2239263803680982
518,3256,349.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,К-28,3256,К-20,1996-09-03 00:00:00,Гор.,Р4+5+6_Block2,Действующий,В работе (постоянный режим),-4.0,2015-07-08 00:00:00,МеКаМиНефть,,203,218.2,0.98,1.66,0.9921932178580141,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2150,2476,2476,,,,Закрытый,"2220,86-2222,19; 2285,79-2287,12; 2399,18-2400,51; 2463,67-2465 ",5.32,2220.86,216.84,2070-2750,114,7.37,Газлифт,420.000000879,ГП,780.000017578,ГК 81 1/8,1084.999968164,ГК 80 1/8,1349.999978906,ГК 78 1/8,1594.999945313,ГК 77 1/8,-,-,1800,открыт,-,-,-,-,-,-,-,2070,1905.7,164.29999999999995,73,5.5,18,ШДР,Постоянный,24,0,21,30,20,2023-04-01 00:00:00,70,81,В работе,Сиант ,6,,,,,43,7.379372,9.1,3,16.7,8.4,,8.299999999999999,1124.7569576381293,1091.546156938868,0.337037037037037
519,3257,350.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-15,3257,К-56,2015-02-27 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.988095238095238,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2322.87,3060,3060,,,,открытый,2323-3060,46.53,2323,507.64,,,,Газлифт,427.999996289,ГП,852.999989648,ГП,1226.000031445,ГП,1531,ГК 78 1/8,1778.000049609,ГК 76 1/8,2040,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,2333.86,1815.63,518.23,73,5.5,18,Угловик,Постоянный,24,0,27,47,26,2023-04-01 00:00:00,112,72,Не работает,Сиант ,6,,25,,,52,6.554239999999999,8,2,24,8.5,,15.5,2364.8813592422616,1261.2174160771092,0.13333333333333333
520,3259,351.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,К-52,3259,К-52,2015-07-09 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2120,2573,2573,2022-06-22 00:00:00,,,Открытый,"2199,17-2199,79; 2369,21-2369,83; 2548,95-2549,57; 2750,25-2750,87; 2956,98-2958,61","0.62,0.62,0.62,0.62,1.63",2199.17,153,"1960-2999,37",114,7.37,Газлифт,405,ГП,939,ГК 81 1/8,1387,ГК 80 1/8,1720,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,-,-,1965,1678.55,286.45000000000005,73,5.5,18,Угловик,Постоянный,24,0,21,32,20,2023-04-01 00:00:00,83,74,,,,,,,,39,7.524,9,0,19.6,9.6,,10.000000000000002,1329.0802764486978,1275.9170653907495,0.20454545454545456
521,3260,352.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,ЗУ-6,3260,К-60,1996-09-06 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе,,,,,203,218.2,0.98,1.66,1.0051157847910435,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2126,2775,2775,,,,закрытый,2215-2216; 2309-2310; 2454-2456; 2578-2579; 2713-2714,13.84,2215,250.7,1971-2775,114,7.37,Газлифт,380.000023828,ГП,715.000003711,ГП,1014.999999023,ГК 88 1/8,1295.000098828,ГК 87 5/32,1530.000005859,ГК 87 5/32,-,-,1700,закрыт,-,-,-,-,-,-,-,1975,1790.83,184.17000000000007,73,5.5,18,Угловик,Постоянный,24,0,23,36,22,2023-04-01 00:00:00,85,73,В работе,Сиант ,6,,,,,53,13.024786368,16.592,6.1,28,9.6,,18.4,1412.6911167776323,676.2081484718316,0.5185
522,3284-1,353.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-105,3284-1,К-105,2018-12-02 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,-4.0,2018-10-26 00:00:00,МеКаМиНефть,"КГРП 7стадий
350 м3 15% HCl",203,218.2,0.98,1.66,0.9872797009273194,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2220.5,2973,2973,,,,закрытый,"2253,55-2254,75; 2383,36-2384,56; 2492,85-2494,05; 2613,29- 2614,49; 2689,47-2690,67; 2765,94-2767,14; 2854-2855,2",8.4,2253.55,316,2012-2973,114,7.37,Газлифт,410.000015918,ГП,759.999973242,ГП,1070.00002793,ГК 75 1/8,1369.999948828,ГК 74 1/8,1650,ГК 73 1/8,1920,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,1840,1587.87,252.1300000000001,73,5.5,65,Угловик,Постоянный,24,0,26,46,25,2023-04-01 00:00:00,94,72,,,,,32,,,58,8.455805600000001,10.3,1.8,12.5,12,,0.5,59.130971506724315,1384.003420887389,0.28611111111111115
523,3285,354.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-19,3285,К-19,2014-12-26 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,остановлена,,, ,,203,218.2,0.98,1.66,1.2261079288513717,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2083,2762,2762,,,,открытый,"2521,44-2522,54;2449,22-2450,07;2294,71-2295,56;2198,18-2199,03;2137,68-2138,53",18,2137.68,275,2001-2520,114,7.37,Газлифт,449.999992969,ГП,759.999973242,ГП,1109.999967773,ГК 77 1/8,1380.000008203,ГК 76 1/8,1599.999975,ГК 76 1/8,1830,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,2100,1854.45,245.54999999999995,73,5.5,65,Угловик,Постоянный,24,0,25,56,24,2023-04-01 00:00:00,120,71,В работе,Сиант ,,,53,,,78,2.515524,5.9,49,12,8.4,,3.5999999999999996,1431.1133584891256,1432.6398333225884,0.14047619047619048
524,3297,355.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-35,3297,К-35,2014-08-19 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,,,,203,218.2,0.98,1.66,1.1700970717364159,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2297,"1 ств 2900
2 ств 2950","1 ств 2900
2 ств 2950",,,,открытый,2296-2900; 2326-2950,13.6,2296,899.24,,,,Газлифт,370.00000166,ГП,680.000019141,ГП,949.999985156,ГП,1180.000011328,ГП,1349.999978906,ГК 78 1/8,-,-,1835,открыт,-,-,-,-,-,-,-,2310,1846.7,463.29999999999995,73,5.5,65,Угловик,Постоянный,24,0,24,63,23,2023-04-01 00:00:00,111,74,В работе,Сиант ,5,,65,,,89,1.96732536,3.9,39.66,10.5,9.6,,0.9000000000000004,457.4738974543592,2554.244245583049,0.17727272727272728
525,1352,355.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-68,1352,К-68,2017-12-24 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,-4.0,2017-11-19 00:00:00,МеКаМиНефть,"КГРП 7ст.
350м3 15% HCl",203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2004.72,2988.22,2988.22,2017-11-09 00:00:00,По спущенной компановке,,Закрытый,"2198,97-2200,47; 2326,01-2327,51; 2465,89-2467,39; 2584,77-2586,27; 2703,51-2705,01; 2819,1-2820,61; 2946,45-2947,05 ",9.61,2198.97,379.4,"1735,79-2999",114,7.37,Газлифт,449.999992969,ГП,830.000016797,ГП,1159.999966992,ГП,1430.000007422,ГП,1690.000062891,ГП,-,-,1700,открыт,-,-,-,-,-,-,-,1741,1674,67,73,5.5,65,Угловик,Периодический,24,24,24,35,23,2023-04-01 00:00:00,93,74,В работе,Сиант ,,,18,,,42,4.18,5,0,13,4.8,,8.2,1961.7224880382776,1148.3253588516745,0.09803921568627451
526,3288-1,356.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-88,3288-1,К-88,2019-03-21 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,,,,203,218.2,0.98,1.66,1.007274069194057,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2256.5,3100,3100,,,,Закрытый,"2285,55-2286,98, 2418,92-2420,35, 2517,18-2518,61, 2673,23-2674,66, 2805,97-2807,4, 2925,26-2926,69, 3045,99-3047,22, 3094,14-3094,57",56.73,2285.55,186.4,2207-3100,114,7.37,Газлифт,549.999991406,ГП,1009.999969336,ГП,1335.000038672,ГК 82 5/32,1615.000064063,ГК 82 5/32,1899.999970313,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,2024,1639.37,384.6300000000001,73,5.5,65,Угловик,Постоянный,24,0,25,52,24,2023-04-01 00:00:00,88,74,В работе,ГКС,,,31,,,56,9.525032879999998,12.2,6.61,11.7,5.5,,6.199999999999999,650.9163882277329,525.8695682611992,0.38125
527,1399,357.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-48,1399,К-48,2021-09-08 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.9820113485452131,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2257,4205,4205,,,,закрытый,"2299,17-2300,52; 2434,67-2436,02; 2582,02-2583,37; 2657,61-2658,96; 2805,45-2806,8; 2940,02-2941,37; 3051,02-3052,37; 3199,48-3200,83; 3322,62-3323,97; 3445,21-3446,56; 3589,42-3590,77; 3722,55-3723,9; 3844,61-3845,96; 3967,55-3958,9; 4067,17-4068,52; 4190,72-4192,07",-67.26999999999998,2299.17,413.95,,,,Газлифт,410.000015918,ГП,749.999988281,ГП,1020.000028711,71.125,1290.000069141,70.125,1569.999945703,ГК 69 5/32,1880,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,2200,1871.37,328.6300000000001,73,5.5,65,Угловик,Постоянный,24,0,28,53,27,2023-04-01 00:00:00,123,65,В работе,ГКС,,,36,,,64,11.312752,13.6,0.5,13.7,10.56,,3.139999999999999,277.5628777153427,927.0073043961917,0.2305084745762712
528,3292,358.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-88,3292,К-88,2018-08-13 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,Остановлена,,,,,203,218.2,0.98,1.66,0.9822532653218949,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2270.14,3099,3051,2023-03-04 00:00:00,,,закрытый,"2606,39-2607,29; 2838,52-2839,42; 3050,92- 3052,07","0.9,0.9,1.15",2606.39,690,1894-2700,114,7.37,Газлифт,538,ГК 77 1/8,1050,ГК 76 1/8,1506,ГК 76 1/8,1868,ГК 75 1/8,2100,ЦКсОК 5/16,-,-,2110,закрыт,-,-,-,-,-,-,-,3064,3061,3,73,5.5,65,Угловик,Постоянный,24,0,25,60,24,2023-04-01 00:00:00,160,73,В работе,Сиант ,,,56,,,81,16.650476233599996,20.029,0.56,18,14.4,,3.5999999999999996,216.2100320431282,858.1460557899136,0.25353164556962027
529,3293,359.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-36,3293,К-36,2014-08-31 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2120,2830,2830,,,,открытый,2120-2830,16.6,2120,228.72,,,,Газлифт,440.000008008,ГП,790.000002539,ГП,1100.000057227,ГП,1340.000068359,ГК 78 1/8,1520.000095312,ГК 75 1/8,1850,ЦКсОК 5/16,1860,закрыт,-,-,-,-,-,-,-,1825,1655.47,169.52999999999997,73,5.5,18,штуцер,Постоянный,24,0,25,62,24,2023-04-01 00:00:00,129,70,В работе,ГКС,5,,86,,,111,0.7524,0.9,0,6.2,3.4,,2.8000000000000003,3721.4247740563537,4518.872939925572,0.05
530,3294,359.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-35,3294,К-35,2014-06-28 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,, ,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2144,2944,2944,,,,открытый,2144-2944,17,2144,315.96,,,,Газлифт,479.999985059,ГП,859.99997168,ГК 77 1/8,1170.000026367,ГК 77 1/8,1419.999948047,ГК 77 1/8,1680.000003516,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,2370,1838.71,531.29,73,5.5,12,штуцер,Периодический,72,72,27,45,26,2023-04-01 00:00:00,89,73,В работе,Сиант ,5,,26,,,53,3.344,4,0,4.7,2.4,,2.3000000000000003,687.7990430622011,717.7033492822966,0.1111111111111111
531,3296-1,359.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,К-1570,3296-1,К-1570,2021-03-08 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.2,2490.7,3170,3170,,По спущенной компановке,,открытый,"2490,7-3170",41.51,1719.33,640.82,,,,Фон.,430,ГК 79 1/8,890,ГК 79 1/8,1360,ГК 80 1/8,1790,ГК 80 5/32,2140,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,2520,1854.641631663974,665.3583683360259,73,5.5,18,ШДР,Постоянный,24,0,27,69,24,2023-04-01 00:00:00,113,,,,,,,,,53,12.958,15.5,0,21,,,21,1620.620466121315,,0.25833333333333336
532,1293,360.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-36,1293,К-36,2015-02-19 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,,,,203,218.2,0.98,1.66,1.1225503726193762,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2059,2793,2793,,,,открытый,"1795,1 - 2691 (2060,54-2061,39; 2192,89-2193,74; 2409,55-2410,4; 2542,61-2543,46; 2664,6-2665,7",25.170000000000073,2059,168.1,,,,Газлифт,449.999992969,ГК 73 1/8,899.999985938,ГК 73 1/8,1199.99998125,ГК 73 1/8,1449.999977344,ГК 73 1/8,1749.999972656,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,2070,1894.95,175.04999999999995,73,5.5,18,штуцер,Постоянный,24,0,24,50,23,2023-04-01 00:00:00,88,74,В работе,Сиант ,5,,31,,,55,6.2875559999999995,10.9,31,17.9,12,,5.899999999999999,938.3614237392078,1176.4200713734056,0.3303030303030303
533,3299,361.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-3,3299,К-3,2015-11-26 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.9801204485370489,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2250,2974,2974,,,,Закрытый,2377-3074,28.31,2093,324.22,2093-3160,114,7.37,Газлифт,480.000022266,ГП,890.000000977,ГП,1290.000069141,ГК 75 1/8,1610.000034375,ГК 74 1/8,1880.000000391,ЦКсОК 5/16,-,-,1890,закрыт,-,-,-,-,-,-,-,2100,1569.81,530.19,73,5.5,18,Угловик,Постоянный,24,0,27,42,24,2023-04-01 00:00:00,100.7,74,В работе,Сиант ,6,,17,,,44,5.8502444,7,0.03,12.5,9.6,,2.9000000000000004,495.7057862403151,1640.2752641603513,0.12345679012345678
534,3306,362.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,К-1,3306,К-40,2015-08-16 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2248,2852,2852,,,,открытый,2248-2852,6.2999999999999545,2248,344.89,,,,Газлифт,549.999991406,ГП,1039.999998633,ГП,1449.999977344,ГК 76 1/8,1735.000032422,ГК 76 1/8,2010.000028125,ЦКсОК 5/16,-,-,2030,закрыт,-,-,-,-,-,-,-,2170,1881.98,288.02,73,5.5,18,Угловик,Постоянный,24,0,25,56,23,2023-04-01 00:00:00,88,65,В работе,Сиант ,6,,,,,53,3.344,4,0,12,9,,3,897.1291866028708,2691.3875598086124,0.11428571428571428
535,3307,363.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,К-1,3307,К-40,2015-02-12 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе,,,,,203,218.2,0.98,1.66,1.1511789181692094,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2168,"1 ств 2840
2 ств 2520
3 ств 2690
4 ств 2253","1 ств 2840
2 ств 2520
3 ств 2690
4 ств 2253",,,,открытый,2008-2840; 2008-2520; 2008-2690; 2200-2253;,"113,91;14,76;17,10;40,30",2008,280,,,,Газлифт,550.000028613,ГП,989.999999414,ГП,1370.000097656,ГК 81 1/8,1670.000092969,ГК 79 1/8,1904.000023828,ЦКсОК 5/16,-,-,1914,закрыт,-,-,-,-,-,-,-,2260,1901,359,73,5.5,18,Угловик,Постоянный,24,0,24,56,23,2023-04-01 00:00:00,109,65,В работе,Сиант ,6,,,,,74,4.846041199999999,9.1,36.3,14,7,,7,1444.4780205335442,807.2642154788394,0.26
536,3308,364.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-48,3308,К-48,2020-02-07 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,Остановлена,,,,,203,218.2,0.98,1.66,1.201477104874446,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2382.54,3339,3339,,,,Закрытый,"2506,96-2508,39;2607,27-2608,7;2707,47-2708,9;2807,43-2808,86;2907,2-2908,45;3007,93-3009,36;3100,18-3101,61;3212,55-3213,98;3324,86-3326,09",39.81,2506.96,590.3,,,,Газлифт,407,ГП,804,ГП,1191,ГП,1524,ГП,1805,ГП,2078,ГП,-,-,-,D460N,-,1242,50,45,-,2015,1730,285,73,5.5,65,Угловик,Постоянный,24,0,31,63,30,2023-04-01 00:00:00,114,64,,,,2556.294528094014,69,,,100,1.05754,2.3,45,17,12,,5,4727.953552584299,5318.983896776253,0.16428571428571428
537,3309,365.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-1526,3309,К-47,2020-11-25 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.9832221255197755,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2116.83,3104,3104,,,,Закрытый,"2200,79-2201,64; 2311,38-2312,23; 2409,93-2410,78; 2519,6-2520,45; 2700,42-2701,27; 2797,36-2798,21; 2895,19-2896,04; 3090,82-3091,92.",346,2200,1177,,,,Газлифт,479.999985059,ГК 71 1/8,890.000000977,ГК 72 1/8,1199.99998125,ГК 73 5/32,1449.999977344,ГК 72 5/32,1719.999943359,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,2040,,,,,18,штуцер,Постоянный,24,0,16,64,15,2023-04-01 00:00:00,111,70,В работе,ГКС,5,,33,,,49,14.098304,17,0.8,13,4.8,,8.2,581.6302443187492,336.7052493470724,0.27419354838709675
